title,date,text
CEE MARKETS 3-Crown hits high as  intervention  risk fades,2013-02-07,"(Adds detail on Romania)

* Crown firms as intervention fears ease on cbank comment

* Romania yields rise, push leu to one-month low

* Forint recovers from weak data, investors await fx bond

By Krisztina Than and Sam Cage

BUDAPEST/BUCHAREST, Feb 7 (Reuters) - The Czech crown extended strong gains on Thursday after the central bank eased fears it would intervene soon to weaken the currency, while a rally in Romanian debt stalled and knocked the leu.

The crown extended gains from the previous session, when the central bank said recent weakness in the currency meant further monetary easing was less urgent, and rose a further 0.5 percent by 1429 GMT to 25.228 per euro, having hit a one-month high.

With rates at a ""technical zero"" since November, Czech policymakers have made clear that intervening against the crown would be their next preferred way to ease policy in order to spur spending to boost the recession-hit economy.

""For a market which has been speculating for months now on FX interventions (the bank's comments have) been a hit,"" Komercni Banka fixed income trader Dalimil Vyskovsky said.

""The currency has strengthened massively in a short time and rates have jumped on both IRS and bonds. We think the move might soon prove to be exaggerated, though.""

Czech central bank Governor Miroslav Singer on Wednesday squashed expectations for an intervention that the bank had flagged earlier, saying further monetary easing may still be needed but looked less urgent.

Ceska Sporitelna analyst Martin Lobotka recommended locking in profits on a recent short EUR/CZK recommendation.

""In the coming months, the bank will wait to see whether leading indicators translate into a better macro picture and will hold the crown between 25.20 and 25.70,"" he said in a note.

ROMANIA RALLY STALLS

Thursday also saw a rally stall in Romanian debt which had sliced 100 basis points from yields after a convincing December election win for the leftist government eased political uncertainties. The leu was also lower.

Inclusion in a key JP Morgan emerging market debt index had also supported Romanian bonds, but yields have now started to rise again as traders lock in profits.

The finance ministry sold five-year paper on Thursday at 5.79 percent, a higher cost of funds than the 5.4 percent secured at the last auction on January 17.

ING said the recent weakening in bonds could be a buying opportunity and forecast yields on three- and five-year paper would fall back to 5.3 percent.

The rally in bonds had pushed the leu to a one-year high in January but it has started to slip back and fell 0.4 percent to hit a one-month low of 4.415 per euro.

""The leu was the best performer so far this year among CEE peers so a correction had been expected,"" said a Bucharest dealer.

The Polish zloty and the forint tracked the crown higher, with the Hungarian currency rebounding from an initial fall to 294.94 after industrial output figures showed the biggest annual fall in more than three years.

The forint firmed 0.4 percent versus the euro to 292.9 and the government bond market also shrugged off the figures. Hungary sold more than planned at auctions on Thursday, with the market waiting on a foreign currency bond issue in which Hungary may seek to raise as much as $2 billion.


  --------------------------MARKET SNAPSHOT--------------------
Currency                    Latest   Previous Local    Local
                                   close    currency currency
                                            change   change
                                            today    in 2013 
Czech crown                  25.228    25.361  +0.53%    -0.71%
Polish zloty                 4.169    4.181  +0.29%    -2.28%
Hungarian forint             292.9    294.15  +0.43%    -0.66%
Croatian kuna                7.575    7.584  +0.12%    -0.32%
Romanian leu                 4.401    4.384   -0.39%   +0.95%
Serbian dinar                111.42    111.16   -0.23%   +0.79%
Yield Spreads
Czech treasury bonds           
2-yr T-bond   CZ2YT=RR   +2 basis points to  9bps over bmk*
7-yr T-bond   CZ6YT=RR   +2 basis points to  +55bps over bmk*
10-yr T-bond   CZ10YT=RR    -3 basis points to  +39bps over bmk*
Hungarian treasury bonds           
3-yr T-bond   HU3YT=RR   +3 basis points to  +520bps over bmk*
5-yr T-bond   HU5YT=RR   +4 basis points to  +534bps over bmk*
10-yr T-bond   HU10YT=RR +1 basis points to  +484bps over bmk*


*Benchmark is German bond equivalent.

All data taken from Reuters at 1529 CET.

Currency percent change calculated from the daily domestic

close at 1600 GMT.

For related news and prices, click on the codes in brackets: All emerging market news Spot FX rates 


Eastern Europe spot FX  Middle East spot FX Asia
spot FX          Latin America spot FX Other
news and reports  World central bank news Economic Data
Guide Official rates   Emerging Diary
Top events  Diaries Diaries Index


(Editing by Catherine Evans)

MARKETS-EASTEUROPE/ (CEE MARKETS 3) | BX | CZS | ABN | D | E | RBN | HX | M | PX | RDN | RNP | DNP | PTD"
"CEE MARKETS 2- FX  up on US data, forint extends gains",2013-02-01,"* PMI data props Hungarian forint

* Zloty strengthens after underperforming CEE

* Serbian dinar up on govt-related company subsidy

By Jason Hovet and Radu Marinas

PRAGUE, Feb 1 (Reuters) - Central European currencies rose on Friday on benign US payroll data and the forint extended its three-day firming streak due to fresh signs of respite for Hungary's recession-hit economy.

U.S. job growth rose modestly in January and gains in the prior two months were bigger than initially reported, supporting views the economy's sluggish recovery was on track. [ID:nL1N0B138D

""The data, I'd say have a neutral or mildly positive impact,"" said Piotr Bujak of Nordea in Warsaw.

The Hungarian currency led gains in emerging Europe until midday after data showing Hungary's seasonally-adjusted Purchasing Managers' Index jumped to 55.9 in January from a revised 49.1 in December.

A reading above 50 signals growth in manufacturing and similar surveys showed Polish and Czech manufacturing surveys, which use different methodology than the Hungarian survey, remained stuck below the 50 mark.

By 1400 GMT, the zloty was 0.6 percent up at 4.165 per euro and the forint rose 0.4 percent to 291.44, at similar token with the Czech crown to25,599.

""The zloty has been underperforming other CEEs over the past few weeks, so now it has more potential to gain amid better attitude to CEE as a whole, even despite improvement in Poland's PMI weaker than in Czech and Hungary.""

Central Europe's economies are struggling as austerity measures are dampening consumer sentiment and because of slower trade with the crisis-hit euro zone, and central banks are loosening monetary policy, which is weighing on currencies.

The Romanian leu was 0.3 percent up at 4.365.

Dealers said Serbian dinar firmed 0.2 percent to 111.07 due to greater corporate euro sales and government-subsidised lending for small and medium enterprises worth about 120 million euros.

CONCERNS REMAIN

The forint has lost 3.7 percent since Dec. 1, leading a drop in the region, as it has also been hit by investor concerns that a new central bank governor, due to take office in March, could use unorthodox monetary tools to boost the economy.

Government officials have tried to soothe concerns this week, and Prime Minister Viktor Orban said on Friday that the leadership change needed to be as smooth as possible.

CIB analysts said that ""considering technical factors as well despite a slowdown in the positive correction in the forint by the end of yesterday, there is a chance that the near two-month weakening trend in the currency will be broken.""

""Risk sentiment is slightly more supportive, but flows are very low so I would not read much into the current action. I think in February we will remain well-behaved until the (foreign currency) bond is sold,"" a Budapest-based trader said referring to Hungary's first foreign bond issue since 2011, which could be launched in the coming weeks.

Central banks in much of the region meet next week, with Poland expected to cut interest rates. In the Czech Republic, rates are already at a ""technical zero"" and investors will look for clues as to whether the central bank will turn to currency interventions as its next policy tool.

Only Romania has kept interest rates steady, held back by inflation concerns that should continue as the country deregulates power and gas prices under pressure from the EU and IMF. The Romanian central bank also meets next week. 


--------------------------MARKET SNAPSHOT--------------------
Currency                    Latest   Previous Local    Local
                                   close    currency currency
                                            change   change
                                            today    in 2013
Czech crown                  25,614  25,698  +0,33%    -2,21%
Polish zloty                 4,167   4,2     +0,79%    -2,23%
Hungarian forint             291,65  292,7   +0,36%    -0,24%
Croatian kuna                7,59    7,592   +0,03%    -0,51%
Romanian leu                 4,363   4,381   +0,41%    +1,83%
Serbian dinar                111,07  111,2   +0,12%    +1,11%


(Reporting by Reuters bureaus; Writing by Jason Hovet and Radu Marinas; editing by Ron Askew)

MARKETS-EASTEUROPE/ (CEE MARKETS 2) | RBN | PX | BX | HX | ABN | M | RDN | D | E | RNP | DNP | PTD"
"MARKET TALK: Joining Index Boosts  Romania , but  Intervention  Watch Begins",2013-01-18,"15:42 EST - Viktor Szabo of Aberdeen Asset Management expects more flows to enter Romania's local bond market now that the country is set to join JP Morgan's emerging-market local currency bond index in a few months. In addition, Romania is expected to reach a deal with the IMF to replace its expiring backup financing agreement. Those factors will likely prop up the currency, but Szabo says there's potential for central bank intervention down the road. Given still-weak growth in Romania, the country's central bank -- known for intervening in the past -- may not be so keen to see currency strength. Aberdeen started buying Romanian local currency government bonds in December, and purchased additional bonds on the secondary market last week. (erin.mccarthy@dowjones.com) [ 18-01-13 2043GMT ]

1085"
CEE MARKETS 3-CZK near six-month low on  intervention  talk,2013-01-10,"* Czech crown falls as central bank flags intervention again

* Polish bonds fall on suggestion of pause in easing

* Leu firms to 9-month high on IMF deal hope

* Hungary raises bond sale, some think central bank to buy

(Updates throughout)

By Sandor Peto and Dagmara Leszkowicz

BUDAPEST/WARSAW, Jan 10 (Reuters) - Fears of central bank intervention knocked the Czech crown, while Polish bond yields rose sharply on Thursday after its central bank suggested it might halt cuts to borrowing costs.

Czech central bank Governor Miroslav Singer on Wednesday reiterated the bank's position that it is ready to intervene to weaken the crown currency if monetary policy needs to be eased further after interest rates were cut close to zero.

The crown fell to a six-month low against the euro, but regained some ground later. At 1436 GMT it was bid at 25.619, 0.5 percent weaker from Wednesday.

A Prague dealer said the early weakening was fuelled by Singer's comments and a break through a technical level at 25.6-65 to the euro.

""There were foreign names heavily buying (euros) this morning between 25.650-750. On the other hand we see increased selling activity from local corporates,"" the dealer said. ""It will probably at least slow down further crown weakening.""

The crown is near levels where the central bank could intervene, according to the 25.62 consensus estimate in a December Reuters poll, although a wide range of analyst estimates, from 24.5 to 27, showed high uncertainty.

Polish bonds continued to weaken for the second consecutive day as the central bank signalled a pause in an easing cycle.

The Monetary Policy Council cut interest rates for the third time in a row on Wednesday, bringing the key rate to 4.0 percent but said it would probably soon pause its easing campaign.

Since then, bond yields have jumped by some 20 basis points at the shorter end of the curve and market players say it may just be the beginning of the trend.

""Risk that there will be a sharper sell-off on the bond market has grown markedly after yesterday's (comments) by the central bank,"" said one Warsaw-based fixed income dealer.

Poland's 12x15 forward rate agreements are pricing in a total of 75 basis points more of interest rate cuts over a year and if the bank decides to end the cycle, many investors will decide to close their positions, market players say.

Hungary meanwhile increased the size of its first 2013 government bond sale by half as expectations that rates will fall and that the central bank might start buying bonds boosted investor demand.

Romania also sold more of its debt on Thursday thanks to greater political stability and prospects of a new International Monetary Fund deal.

TIME FOR FALLS?

Hopes an international credit line will be secured have also boosted the leu which gained some 0.6 percent to the euro, hitting a nine-month high.

It has broken the level of 4.4 percent it had tested repeatedly since late December, when a clear election win gave the government a mandate to negotiate a new IMF deal.

Prime Minister Viktor Ponta makes a speech at 1600 GMT in which he may give details of the credit talks with the IMF and this year's budget, which has not yet been passed by parliament.

Other currencies in the region were in the red on Thursday, with Hungary's forint down some 0.8 percent and the Polish zloty 0.3 percent weaker.

The two currencies were the region's top gainers last year, rising 9.5 percent and 7.7 percent respectively as investors sought healthy returns from high-yielding assets.

But easier monetary policy and - in some cases - countries' willingness to weaken their units has cooled the market's appetite for CEE assets and market players say scope for further strengthening is limited.

""I would tend to think that HUF, PLN and CZK would lead regional currencies weaker - watch also for possible intervention by the BNR in Romania to help stem recent appreciation and just take the heat out of hot money inflows,"" Timothy Ash, economist at Standard PLC wrote in a note. 


--------------------------MARKET SNAPSHOT--------------------
Currency                    Latest   Previous Local    Local
                                  close    currency currency
                                           change   change
                                           today    in 2012 
Czech crown       25.619   25.504   -0.45%    -2.23%
Polish zloty       4.088    4.077   -0.27%    -0.34%
Hungarian forint 291.97   289.67    -0.79%    -0.35%
Croatian kuna      7.571    7.57    -0.01%    -0.26%
Romanian leu       4.365    4.391   +0.6%     +1.79%
Serbian dinar    111.9    111.8    -0.09%     +0.36%

Yield Spreads
Czech treasury bonds 
2-yr T-bond   CZ2YT=RR    -5 basis points to  8bps over bmk*
7-yr T-bond   CZ6YT=RR    -5 basis points to  +43bps over bmk*
10-yr T-bond   CZ10YT=RR    -4 basis points to  +44bps over bmk*

Polish treasury bonds 
2-yr T-bond   PL2YT=RR   +4 basis points to  +321bps over bmk*
5-yr T-bond   PL5YT=RR   +4 basis points to  +296bps over bmk*
10-yr T-bond PL10YT=RR    0 basis points to  +232bps over bmk*

Hungarian treasury bonds 
3-yr T-bond   HU3YT=RR    -9 basis points to  +532bps over bmk*
5-yr T-bond   HU5YT=RR    -14 basis points to  +520bps over bmk*
10-yr T-bond   HU10YT=RR  -8 basis points to  +456bps over bmk*


*Benchmark is German bond equivalent. All data taken from Reuters at 1536 CET. Currency percent change calculated from the daily domestic close at 1600 GMT.

(Reporting by Reuters bureaus; Writing by Gergely Szakacs/Sandor Peto/Dagmara Leszkowicz; Editing by Catherine Evans)

MARKETS-EASTEUROPE/ (CEE MARKETS 3) | CZS | ABN | D | E | RBN | HX | M | RDN | PX | RNP | DNP | PTD"
UPDATE 1-Romania - Factors to watch on Dec 20,2012-12-20,"(Adds press digest)

BUCHAREST, Dec 20 (Reuters) - Here are news stories, press reports and events to watch which may affect Romanian financial markets on Thursday.

DEBT AUCTION

Romania's finance ministry tenders 300 million lei ($88.94 million) in three-year treasury bonds.

IMF DEALS IN DOUBT AFTER ROMANIA SLOWS STATE SELL-OFF

Romania's new government delayed sales of state assets on Wednesday, going against an agreement with the International Monetary Fund and raising doubts over its commitment to a new pact.

CEE MARKETS

The crown regained ground on Wednesday to trade flat on the day after the Czech central bank kept interest rates on hold near zero but stayed mum about market intervention to weaken the currency.

ECONOMIC GROWTH, DEFICIT

Romania's economy will grow around 2 percent next year, while the budget deficit must be lowered to 1.7-1.8 percent of the GDP, Prime Minister Victor Ponta said.

Ziarul Financiar, Page 1

For a schedule of forthcoming Romanian events, double click , and a calendar of east European economic indicators, see.

For other related news, double click on:


---------------------------------------------------------------
Romania Market Debt       Romanian forex      
Romania Market Report       Romanian money      
Emerging Market Debt    Emerging forex    
All Emerging Markets news   CEE indicators  
All East Europe News         E.Europe equities     
TOP NEWS -- Emerging markets   
TOP NEWS -- Convergence watch  
Romanian indicators        
Main page of Reuters poll  
---------------------------------------------------------------


($1 = 3.3733 Romanian lei)

G | RBN | GNN | ABN | D | E | REVU | M | RDN | RNP | DNP | PTD | PGE"
CEE MARKETS 4-Czech crown rebounds after mild cbank comments,2012-12-19,"(Adds Czech central bank news conference, new prices)

* Czech cbank keeps rates on hold as expected

* Crown rebounds as cbank does not mention fx intervention

* Leu slips as Romania delays IMF-agreed privatisation

* Positive global mood underpins other FX, stocks

By Sam Cage and Sandor Peto

BUCHAREST/BUDAPEST, Dec 19 (Reuters) - The crown regained ground on Wednesday to trade flat on the day after the Czech central bank kept interest rates on hold near zero but stayed mum about market intervention to weaken the currency.

Investors watched closely whether the bank would step up its earlier rhetoric on possible crown selling. But Governor Miroslav Singer did not signal intervention at a news conference after the rate decision.

Romania's leu meanwhile slipped from three-month highs after the new government delayed sales of state assets agreed with the International Monetary Fund, raising doubts about its commitment to a new IMF pact.

Progress in U.S. budget talks increased investors' risk appetite, supporting other emerging European currencies and equities.

The Czech central bank kept its two-week repo rate

unchanged at 0.05 percent after slashing the benchmark rate earlier this year to support the recession-hit economy.

The bank's economic forecast has shifted from balanced to slightly anti-inflationary, but the change is small, he said.

""The forecast assumes looser monetary conditions, (moving to) the bottom, around the middle of the next year,"" Singer said, but he declined to forecast any monetary policy measures.

Erste Group said in a note that the central bank ""did what it could and now it can pretty much sit and wait.""

Dealers have said that investors would start to buy euros near crown levels at 25 against the euro. The crown was bid at 25.177 against the euro, off intra-day lows at 25.248.

""I think people want to see intervention and cannot cope with the fact that it will not come soon,"" a Prague dealer said.

Other central banks in the region have also lowered borrowing costs to counter economic slowdown.

ROMANIA'S IMF DEAL THREATENED

The leu eased 0.1 percent to the euro to 4.47.

""On the one hand, (the move in the leu reflects) commercial needs at the end of the year, and on the other the news that IMF-agreed privatisations have been postponed has taken a toll,"" said a Bucharest dealer.

Leftist Prime Minister Victor Ponta, whose government is set to be approved by parliament on Friday following a Dec. 9 election, had assured investors he would replace Romania's 5 billion euro IMF deal, which expires in early 2013.

But the government's announcement that it had postponed the sale of minority stakes in several state-controlled companies by a year, to end-2013, and a proposal to split the finance ministry, could complicate that process.

The IMF has regularly criticised the European Union's second-poorest member for failing to sell and reform its inefficient and oversized state sector, which holds back an economy that is only slowly emerging from a deep recession.

A positive global mood underpinned the Polish zloty

and the Hungarian forint amid expectations of more aggressive monetary stimulus from the Bank of Japan and signs of progress in resolving the U.S. budget logjam.

The zloty hovered around its highest since early October, rising 0.3 percent to 4.076, and the forint was up 0.4 percent, recouping some of this week's losses ahead of a meeting where the central bank cut its base rate. 


 --------------------------MARKET SNAPSHOT--------------------
Currency                    Latest   Previous Local    Local
                                   close    currency currency
                                            change   change
                                            today    in 2012 
Czech crown                 25.177   25.171   -0.02%   +1.46%
Polish zloty                 4.076    4.088   +0.29%   +9.54%
Hungarian forint           286.96   288.1     +0.4%    +9.63%
Croatian kuna                7.531    7.535   +0.05%   -0.2%
Romanian leu                 4.47     4.464   -0.13%   -3.34%
Serbian dinar              113.23   113.01   -0.19%    -5.55%
Yield Spreads
Czech treasury bonds           
2-yr T-bond   CZ2YT=RR   +3 basis points to  24bps over bmk*
7-yr T-bond   CZ7YT=RR   +1 basis points to  +50bps over bmk*
10-yr T-bond   CZ9YT=RR   +1 basis points to  +111bps over bmk*
Hungarian treasury bonds           
3-yr T-bond   HU3YT=RR    -3 basis points to  +563bps over bmk*
5-yr T-bond   HU5YT=RR    -9 basis points to  +561bps over bmk*
10-yr T-bond   HU10YT=RR  -9 basis points to  +484bps over bmk*
*Benchmark is German bond equivalent.All data taken from Reuters
at 1557 CET.Currency percent change calculated from the daily
domestic close at 1700 GMT.For related news and prices, click on
the codes in brackets:   
All emerging market news    
Spot FX rates  
Eastern Europe spot FX    
Middle East spot FX  
Asia spot FX  
Latin America spot FX  
   
Other news and reports:    
World central bank news   
Economic Data Guide  
Official rates   
Emerging Diary  
Top events  
Diaries  Diaries Index 


(Writing by Sam Cage/Sandor Peto, Editing by Catherine Evans)

MARKETS-EASTEUROPE/ (CEE MARKETS 4) | CZS | ABN | D | E | RBN | M | RDN | PX | HX | RNP | DNP | PTD"
"CEE MARKETS 2-Forint, zloty down on rate cut prospects",2012-12-12,"* Hungary's c.bank seen cutting rates next week after low CPI

* Czech cbankers point to crown weakening intervention

* All eyes on more stimulus in the U.S.

* Romania expects PM nomination after Sunday vote

BUCHAREST, Dec 12 (Reuters) - The Hungarian forint and Polish zloty fell against the euro on Wednesday driven by rate cut expectations, while the Czech crown shrugged off central bank comments pointing to intervention aimed at weakening the unit to support a fragile economy.

Prospects of Hungarian and Polish rate cuts outweighed expectations the Federal Reserve will announce a fresh round of bond buying with newly created money later on Wednesday, which were supporting riskier assets worldwide.

The forint and zloty are up 11 and 9 percent respectively year to date, having benefitted from a yield chase by investors outside western markets.

But traders said Tuesday data showing Hungarian inflation fell to 5.2 percent in November should bolster arguments for a fifth consecutive rate cut by the central bank.

""Next rate meeting takes place on Tuesday and given the lower inflation, the rather stable forint, despite recurrent cuts, as well as continued dovish comments from MPC members, we expect another cut by 25 basis points to 5.75 percent next week,"" SEB said in a note.

""We anticipate further cuts in the beginning of 2013 to front-load the easing cycle and expect the rate to bottom at 5.25 percent.""

Poland too has cut its key rate twice this year to 4.25 percent, the lowest since May 2011.

On Wednesday central banker Andrzej Kazmierczak, seen as one of the staunchest hawks among policymakers, said it was too early to speak about further cuts. But Governor Marek Belka said on Tuesday the bank was ""very likely"" to cut rates further to boost the slowing economy.

Market interest rates fully price in further cuts totalling 125 basis points over the next twelve months in Warsaw.

By 1045 GMT, the forint and zloty were each down 0.2 percent to the euro.

CZECH INTERVENTION

Elsewhere in the region, Czech central bank Vice-Governor Vladimir Tomsik said interventions against the crown were the most efficient tool for further monetary easing, after the bank cut its main rate to a record low 0.05 percent last month.

Even the bank's most ardent hawk and monetary policy easing opponent weighed in on Wednesday saying she would support intervention on condition benefits to exporters would outweigh risks from higher prices.

Czech short-end yields dipped to fresh record lows, but the crown was up 0.1 percent.

""As long as there are voices from the central bank saying they will intervene if necessary, then we should not be surprised if it really happens,"" Komercni Banka analyst Jan Vejmelek said in a note.

""So far I have the feeling that market players are rather underestimating this risk.""

Romania's leu was 0.2 percent stronger but still volatile as investors wait to see who President Traian Basescu will ask to form a government after Prime Minister Victor Ponta's coalition won two-thirds of seats in a parliamentary election.

The ruling leftist alliance has said it wants Ponta to be reappointed, but analysts said Basescu, locked in a power struggle with the prime minister, may try to split the parties by nominating someone else. 


--------------------------MARKET SNAPSHOT--------------------
Currency                    Latest   Previous Local    Local
                                   close    currency currency
                                            change   change
                                            today    in 2012 
Czech crown                  25.244    25.249  +0.02%   +1.19%
Polish zloty                 4.096    4.085   -0.27%   +9%
Hungarian forint             282.35    281.91   -0.16%   +11.42%
Croatian kuna                7.53    7.522   -0.11%    -0.19%
Romanian leu                 4.529    4.541  +0.26%    -4.59%
Serbian dinar                113.93    113.73   -0.18%    -6.13%
Yield Spreads
Czech treasury bonds           
2-yr T-bond   CZ2YT=RR    -11 basis points to  22bps over bmk*
7-yr T-bond   CZ6YT=RR    -4 basis points to  +57bps over bmk*
10-yr T-bond   CZ10YT=RR    -1 basis points to  +66bps over bmk*
Hungarian treasury bonds           
3-yr T-bond   HU3YT=RR   +1 basis points to  +569bps over bmk*
5-yr T-bond   HU5YT=RR    -2 basis points to  +577bps over bmk*
10-yr T-bond   HU10YT=RR +4 basis points to  +501bps over bmk*


*Benchmark is German bond equivalent. All data taken from Reuters at 1211 CET. Currency percent change calculated from the daily domestic close at 1700 GMT. For related news and prices, click on the 


codes in brackets: All emerging market news   
Spot FX rates Eastern Europe spot FX  Middle East spot
FX Asia spot FX          Latin America spot FX
Other news and reports  World central bank news 
Economic Data Guide Official rates  
Emerging Diary Top events  Diaries


Diaries Index

(Reporting by Reuters bureaus; Writing by Luiza Ilie; Editing by Catherine Evans)

MARKETS-EASTEUROPE/ (CEE MARKETS 2) | CZS | ABN | D | HX | M | RBN | PX | RDN | RNP | DNP | PTD"
"CEE MARKETS 3-Rally on Polish bonds continues, CZK recoups losses",2012-10-11,"* Polish 5-yr bond yields at record low

* Czech c.bank governor says bank would intervene if needed

* Romania sells planned 250 mln lei in 3-yr bonds

(Updates throughout)

By Jason Hovet and Dagmara Leszkowicz

PRAGUE/WARSAW, Oct 11 (Reuters) - Polish 5-year bonds hit record lows on Thursday on expectations the country's central bank will soon cut borrowing costs, while the Czech crown recouped early losses tracking a stronger euro.

Earlier, the crown fell after central bank governor Miroslav Singer said the bank may intervene to weaken the currency if there was a risk of long-term deflation pressure.

Currencies across the region were mostly firmer in afternoon trade though traders said worries over Spain persist.

Expectations of lower interest rates in Hungary and Poland are pointing to weaker currencies in those regions and bond yields are near record lows in Poland and the Czech Republic.

""Rally on Polish bonds continues and every single effort of setting against the trend ends up badly,"" said Bartlomiej Wit, chief fixed income dealer at ING Bank Slaski.

By 1316 GMT the crown, the Polish zloty and Hungary's forint each added some 0.2 percent to the euro while Romania's leu edged some 0.2 percent lower.

Minutes from the Czech central bank's Sept. 27 meeting, released last week, showed that the governing board was still divided over whether to intervene against the crown and employ more monetary easing to prop up the recession-hit economy.

Years of austerity are taking a toll on the Czech economy and other economies in the region are fighting to get out of or avoid recession. The export-driven region is also struggling with slowing trade with the euro zone.

In Poland, a speech by Prime Minister Donald Tusk on Friday was keenly awaited, as he is expected to announce some measures to try to stimulate growth.

In Hungary, the forint was steady, shrugging off data showing the headline inflation rate jumped to 6.6 percent, the highest in over four years. Hungary has cut its interest rates, the highest in the European Union, for two months in a row.

Hungary sold nearly 1.5 times as much 12-month paper as originally planned and average yields fell 23 basis points from the previous auction two weeks ago. Yields on the secondary market also fell, and the government plans to launch a new three-year euro-denominated bond.

Budapest, which is still wrangling with the International Monetary Fund over a financing deal analysts say is needed to bring its borrowing costs back down to manageable levels, has not tapped international markets so far this year.

""Regardless of the high inflation data, which surpassed already high market projections, expectations for interest rate cuts have not diminished,"" said a Budapest fixed income trader.

""If Hungary wants, it can come out with a euro bond, and if storm clouds are gathering, there is still the IMF as an alternative.""

Romania sold a planned 250 million lei in three-year treasury bonds, with the average accepted yield some 26 basis points lower compared to the level accepted at the last tender of the paper in February. 


--------------------------MARKET SNAPSHOT--------------------
Currency                    Latest   Previous Local    Local
                                  close    currency currency
                                           change   change
                                           today    in 2012 
Czech crown       24.855   24.908  +0.21%   +2.78%
Polish zloty       4.088    4.095  +0.17%   +9.21%
Hungarian forint 281.75   282.35   +0.21%   +11.66%
Croatian kuna      7.52     7.469  -0.68%   -0.06%
Romanian leu       4.567    4.56   -0.15%   -5.39%
Serbian dinar    113.5    113.6    +0.09%   -5.77%

Yield Spreads
Czech treasury bonds 
2-yr T-bond   CZ2YT=RR    0 basis points to  45bps over bmk*
7-yr T-bond   CZ6YT=RR   +4 basis points to  +76bps over bmk*
10-yr T-bond   CZ10YT=RR   +5 basis points to  +86bps over bmk*

Polish treasury bonds 
2-yr T-bond   PL2YT=RR   +1 basis points to  +394bps over bmk*
5-yr T-bond   PL5YT=RR    -2 basis points to  +359bps over bmk*
10-yr T-bond PL10YT=RR    -5 basis points to  +305bps over bmk*

Hungarian treasury bonds 
3-yr T-bond   HU3YT=RR    -7 basis points to  +631bps over bmk*
5-yr T-bond   HU5YT=RR    -4 basis points to  +602bps over bmk*
10-yr T-bond   HU10YT=RR  -4 basis points to  +555bps over bmk*
*Benchmark is German bond equivalent.
All data taken from Reuters at 1516 CET.
Currency percent change calculated from the daily domestic 
close at 1600 GMT.   
For related news and prices, click on the codes in brackets: All
emerging market news   
Spot FX rates
Eastern Europe spot FX  Middle East spot FX Asia
spot FX          Latin America spot FX Other
news and reports  World central bank news Economic Data
Guide Official rates   Emerging Diary
Top events  Diaries Diaries Index


(Reporting by Reuters bureaus; Editing by Elaine Hardcastle)

MARKETS-EASTEUROPE/ (CEE MARKETS 3) | BX | CZS | ABN | D | RBN | PX | RDN | E | HX | M | RNP | DNP | PTD"
MARKET TALK: New Leu Strength Raises  Intervention  Question,2012-08-07,"0750 GMT [Dow Jones] There is speculation about intervention by Romania's central bank in the foreign exchange market as the New Leu strengthens Tuesday against the euro, taking EUR/RON to a two-week low. According to Neil Shearing, chief emerging-market economist at Capital Economics, ""it isn't inconceivable"" that Romania's central bank may have intervened in the FX market to prop up the flagging RON, after it hit a record low against the euro Friday. EUR/RON trades at 4.55. (alexandra.fletcher@dowjones.com)


 
Contact us in London. +44-20-7842-9464 
Markettalk.eu@dowjones.com 
 

[ 07-08-12 0750GMT ]

1085"
MARKET TALK: New Leu Seen Settling Down Before  Intervention ,2012-08-06,"0911 GMT [Dow Jones] The Romanian New Leu is expected to settle down before there is any intervention by the country's central bank, as political turmoil is the driving force behind the recent weakness in the currency, according to Rabobank. ""We do not expect the National Bank of Romania to step up intervention and believe that the bank is more concerned about the pace of moves rather than an actual level,"" Rabobank's Christian Lawrence says. He adds Romania's central bank would prefer to wait for political turmoil to subside before it spends its FX reserves on supporting RON. EUR/RON currently trades at 4.565.(clare.connaghan@dowjones.com)


 
Contact us in London. +44-20-7842-9464 
Markettalk.eu@dowjones.com 
 

[ 06-08-12 0911GMT ]

1085"
